text,label
"Buyer Beware Please! This sweetener is not for everybody. Maltitol is an alcohol sugar and can be undigestible in the body. You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience. Nausea, diarrhea & headaches can also be experienced. I learned my lesson the hard way years ago when I fell in love with the sugar - free chocolates suzanne sommers used to sell. I thought I ' d found sugar - free chocolate nirvana at first taste but the bliss was short lived when the terrible english effects of maltitol kicked in. The discomfort was unlike anything I had ever felt before. I blew up like a balloon and had very painful abdominal cramping. As the symptoms passed, this excessively was very unpleasant. Though hard for me to believe a low calorie sweetener could be the culprit, all symptoms were gone when I stopped eating the chocolate. My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious bread - free popcorn at my local market. The taste was amazing and while I was looking at the label wondering what could possibly make this yummy, new sugarfree treat taste so good, my heart sank when I followed the little asterisk next to sugarfree sweetening * down to the very bottom of the label and read "" maltitol "" in tiny little letters! Thank goodness I ' d eaten only a little. I still ended up with all the same side - effects but for a much shorter duration. Some people can use maltitol to their heart ' s subject but others, like me, can have a bad reaction to it. In case you ' re like me, .. . it ' s not you. .. information technology ' s the maltitol!",augmented
"I bought these for my hubby who is presently overseas. He loves these, and apparently his staff likes them also. <br /> At that place are generous amounts of Twizzlers in each 16 - ounce udder, and this was well worth the price. <a href = "" http: / / www. virago. com / general practitioner / product / B001GVISJM ""> Twizzlers, Strawberry, xvi - Ounce Bags (Pack of six) </ a >",augmented
"The Munchkin fresh food feeder is an okay product, it's kind of like sucking on food through a cloth. While my daughter was interested in it for a little while, she eventually lost interest. I may introduce it back to her again and see how she reacts.",negative
I like Creme Brulee. I loved that these were thus easy. Just scattering on the lucre that came with and broil. They look amazing and predilection great. My guess thought I really went verboten of the path for them when really it took all of 5 minutes. I will be ordering more!,augmented
"I was buying Quaker Oats granola bars but these Nature Valley chewy bars are better tasting, they make a great snack when I'm on the go. Chocolate, peanuts and raisins...it doesn't get any better.",positive
1 really love this sugar and price - wise information technology ' s much cheaper to purchase it here on virago equate to anyplace else.,augmented
"Atomic number 53 agree with the other limited review, these chips are not for a sore mouth or tender gums. The chips are rattling hard and the predilection is delightful if you enjoy the salt / vinegar combo. Unfortunately, every bag I receive in that case be over cooked! They were very sour and only a few golden embrown chips in each bag. They definitely need to improve that!",augmented
"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I'd cut down how much I ate by going to the hot Salsa Ranchera.  It's hot enough that people who aren't used to it will say ""That's hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don't like to go hotter than this because the sauces I've tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn't make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam's Club.  To get a good deal you have to watch for sales.",positive
"WOW!  This product is very impressive. I bought the 8oz blueberry and was pleased with packaging, price and shipping.  The powder dissolves instantly.  Even in water!  I've just been mixing a 1/4 tsp in a small glass of water for now and drinking it down and it tastes great!, but will add it to my smoothies and juiced fruit juices next. This product is so economical compared to purchasing fresh blueberries, especially because there is no waste due to mold or overripe berries thrown away.  I think you could add this to baked or unbaked foods as well.  I'm excited to add more of the SuperFoods to my diet in this fast and easy way. I definitely will being trying the other flavors soon.",positive
"Bought a exercise set of deuce when my son was about 6 months, and we started taking them with us whenever we went taboo to eat. I cut up cantaloupe, apple, banana (even used sweet potatoes a few times) - - just whatever I could get at the restaurant - - and it would keep my son busy long enough that I could in reality eat! It ' s great because I didn ' t have to be overly worried about him strangle on big chunks, and he got to try out new foods. Iodin wouldn ' t hesitate to bribe this again.",augmented
"I subscribed to these - one case every three months. That comes out to astir $ 5 a month for the convenience of having my favorite chips handy whenever I want. Because it seems Frito - Lay has managed to crowd out every other chip vendor from pretty much all my local stores this is the best way to ensure a steady supply of the items I want rather than the items Frito - Lay wants me to have. The two ounce bags are larger than you might be used to buying at the Underpass (for example) which 1 find works really well - they ' re large enough to be a good snack on their own, or you can even share a single bag over lunch. The size of it is perfect for ensuring these fantastically crunchy chips are always fresh - no chip clip demand! <br /> <br /> The only problem? I subscribe to to four cases a year and having these yummy chips always in the pantry makes it really easy to increase ones Kettle chip consumption. Definitely have to hide the case from the kids!",augmented
